estimate,time_s
0.39203333333333285,1.7561833999934606
0.38783000000000023,1.767962699988857
0.39688666666666633,1.7272966000018641
0.39193333333333286,1.7561772000044584
0.3886766666666665,1.73082080000313
0.3916166666666667,1.8714917000033893
0.39254999999999995,2.002874099998735
0.3921366666666668,1.770562100049574
0.39243333333333336,1.8521596000064164
0.3939099999999999,1.8518897000467405
0.39267666666666645,1.7443469000281766
0.3943066666666667,1.7678813000093214
0.3957733333333331,1.7235186999896541
0.3907566666666667,1.8472657999955118
0.3938566666666665,1.8715416000341065
0.3899766666666668,2.2882520999992266
0.39370333333333357,1.8652285999851301
0.3908633333333333,2.6931480999919586
0.39326333333333313,3.2655776999890804
0.3911933333333331,3.3596835000207648
0.3920866666666665,3.337249000032898
0.39082000000000006,3.185867599968333
0.3933666666666669,3.315612800011877
0.39358333333333323,3.109407400013879
0.3908933333333336,2.9311736000236124
0.39161666666666667,3.1498179999762215
0.3913533333333335,3.0791205000132322
0.39233666666666656,2.931751500000246
0.3924566666666672,3.178473500011023
0.3928399999999999,3.0744372999761254
0.3907833333333334,2.996978599985596
0.39201333333333305,3.202925999998115
0.3906633333333329,3.0752618000260554
0.3895933333333335,3.3572109999950044
0.3932366666666664,3.471182699955534
0.3899033333333334,3.3087371999863535
0.3899733333333332,3.0168103000032715
0.39234333333333316,3.0231466999975964
0.3930533333333337,3.1752105000196025
0.39233000000000023,3.135104799992405
0.3904933333333329,2.801364700018894
0.39244666666666667,2.745853700034786
0.3912400000000002,2.7790689999819733
0.3920266666666671,2.655671699962113
0.38873333333333326,3.3449142000172287
0.39152333333333295,3.3766319999704137
0.39224,3.216586800001096
0.39197666666666664,2.8957667000358924
0.3915433333333334,3.280330799985677
0.39484666666666696,2.857220000005327
0.39198000000000005,2.9220041999942623
0.39219999999999955,2.9740621999953873
0.3920266666666667,3.0323251000372693
0.39233,2.8588373999809846
0.3928,3.192291099985596
0.3942333333333332,2.910194900003262
0.3928300000000001,3.0021356999641284
0.3903733333333336,2.9050594000145793
0.39184666666666673,3.337228399992455
0.39107666666666674,3.2282375000067987
0.3943533333333335,3.110292900004424
0.39066666666666633,2.90981440001633
0.392383333333333,2.6793874999857508
0.38788000000000006,2.51288910000585
0.39384333333333327,2.406857799971476
0.39379666666666713,2.5299065999570303
0.391863333333333,2.7856883000349626
0.39173333333333343,2.719490399991628
0.3915766666666669,2.7983083999715745
0.39046999999999954,2.557587400020566
0.39226666666666693,2.9802431000280194
0.39277999999999963,3.0159321000101045
0.3940233333333333,2.512538700015284
0.39219333333333306,3.007659599999897
0.3921666666666668,2.942507400002796
0.39029666666666724,2.9672985000070184
0.3910599999999999,2.6458317000069655
0.3922333333333332,2.9689748999662697
0.39416333333333337,3.0142754000262357
0.3925,3.009576799988281
0.39403,2.8144696000381373
0.39376,2.519090200017672
0.3918899999999999,2.3699359000311233
0.39336,3.020887400023639
0.3919500000000006,3.169578300032299
0.3899466666666667,3.004087800043635
0.3925,2.924531900032889
0.39218666666666674,2.9842881000367925
0.3926233333333337,2.6557318000122905
0.3916099999999999,3.006637899961788
0.3953900000000003,3.681287400017027
0.39198666666666665,4.993105300003663
0.39008,8.530532499949913
0.3919933333333327,4.116208199993707
0.3911900000000001,3.205091000010725
0.39197333333333345,3.111341200012248
0.39331999999999984,2.618597500026226
0.3925533333333333,3.375670799985528
0.39291333333333334,3.7440655999816954
0.3920966666666665,2.8662409000098705
